1.032660883673084662e+01 3.800000000000000000e+02
1.056131154564031149e+01 1.900000000000000000e+02
1.288891885986860331e+01 1.266666666666666714e+02
1.423395195943164993e+01 9.500000000000000000e+01
1.433007351186527956e+01 7.600000000000000000e+01
1.461097531736382038e+01 6.333333333333333570e+01
1.558236273078393097e+01 5.428571428571428470e+01
1.566012628195465162e+01 4.750000000000000000e+01
1.559306851180826570e+01 4.222222222222222143e+01
1.716460837888488200e+01 3.800000000000000000e+01
2.068220301896642610e+01 3.454545454545454675e+01
2.181948767579186921e+01 3.166666666666666785e+01
2.251737411682626444e+01 2.923076923076922995e+01
2.635215266477376161e+01 2.714285714285714235e+01
2.829189663715145286e+01 2.533333333333333215e+01
2.652455847695539148e+01 2.375000000000000000e+01
2.332779514590146164e+01 2.235294117647058698e+01
2.801771839619344817e+01 2.111111111111111072e+01
2.982673286357000819e+01 2.000000000000000000e+01
3.174844660979612598e+01 1.900000000000000000e+01
3.297431707684029334e+01 1.809523809523809490e+01
2.929951465468097638e+01 1.727272727272727337e+01
3.088402100989285515e+01 1.652173913043478137e+01
3.044193109247679985e+01 1.583333333333333393e+01
2.897946908569783631e+01 1.519999999999999929e+01
2.589043763901251793e+01 1.461538461538461497e+01
2.391739750742373616e+01 1.407407407407407440e+01
1.972532266433199766e+01 1.357142857142857117e+01
1.929879559284827195e+01 1.310344827586206939e+01
1.510673496582196407e+01 1.266666666666666607e+01
1.351305600015960806e+01 1.225806451612903203e+01
1.326226872754246067e+01 1.187500000000000000e+01
1.439498458190383445e+01 1.151515151515151558e+01
1.327713532823607778e+01 1.117647058823529349e+01
1.367836215098796160e+01 1.085714285714285765e+01
1.288405687131539779e+01 1.055555555555555536e+01
1.321547076238167762e+01 1.027027027027027017e+01
1.356235746261599040e+01 1.000000000000000000e+01
1.357559419655731858e+01 9.743589743589742724e+00
1.257870453477769246e+01 9.500000000000000000e+00
1.327975733667310720e+01 9.268292682926828618e+00
1.233156976575252983e+01 9.047619047619047450e+00
1.350369078625947417e+01 8.837209302325581106e+00
1.313873072724779689e+01 8.636363636363636687e+00
1.349960093348554757e+01 8.444444444444444642e+00
1.506973654817540798e+01 8.260869565217390686e+00
1.531570843308807817e+01 8.085106382978723971e+00
1.886300046792472074e+01 7.916666666666666963e+00
1.778170724551684145e+01 7.755102040816326259e+00
1.678028928253021590e+01 7.599999999999999645e+00
1.476617255837822817e+01 7.450980392156862919e+00
1.343641585658006576e+01 7.307692307692307487e+00
1.338971696273134526e+01 7.169811320754717165e+00
1.304443732435960790e+01 7.037037037037037202e+00
1.118134123906776978e+01 6.909090909090909172e+00
9.770558046423316156e+00 6.785714285714285587e+00
9.301398948465219974e+00 6.666666666666666963e+00
8.612544652847688553e+00 6.551724137931034697e+00
7.815590093453442577e+00 6.440677966101694629e+00
8.652828802933093755e+00 6.333333333333333037e+00
9.525802155804528937e+00 6.229508196721311286e+00
1.216911824200850312e+01 6.129032258064516014e+00
1.248974843034762117e+01 6.031746031746031633e+00
1.343511917614839035e+01 5.937500000000000000e+00
1.462693198291180785e+01 5.846153846153845812e+00
1.491426877980190291e+01 5.757575757575757791e+00
1.535625821764520182e+01 5.671641791044776504e+00
1.466478058384251604e+01 5.588235294117646745e+00
1.535421674941789938e+01 5.507246376811593791e+00
1.645474234766938793e+01 5.428571428571428825e+00
1.608246220601482079e+01 5.352112676056338003e+00
1.472325028295141891e+01 5.277777777777777679e+00
1.407674833165528838e+01 5.205479452054794898e+00
1.352515619503333610e+01 5.135135135135135087e+00
1.313801474005676262e+01 5.066666666666666430e+00
1.302526308443477987e+01 5.000000000000000000e+00
1.393117592143729055e+01 4.935064935064935376e+00
1.476214063493418216e+01 4.871794871794871362e+00
1.544284016678529525e+01 4.810126582278480889e+00
1.668227560340661597e+01 4.750000000000000000e+00
1.657902109415746139e+01 4.691358024691358430e+00
1.704966227756358066e+01 4.634146341463414309e+00
1.641639155693028229e+01 4.578313253012048278e+00
1.642216187403979077e+01 4.523809523809523725e+00
1.509844377291830853e+01 4.470588235294117752e+00
1.426047040265585153e+01 4.418604651162790553e+00
1.421251291179984477e+01 4.367816091954023427e+00
1.405347084033103400e+01 4.318181818181818343e+00
1.514159738891804352e+01 4.269662921348314377e+00
1.533531222486334222e+01 4.222222222222222321e+00
1.710490126561683510e+01 4.175824175824176088e+00
1.674347736579075629e+01 4.130434782608695343e+00
1.701907217475220691e+01 4.086021505376344010e+00
1.697748768449548962e+01 4.042553191489361986e+00
1.818595052604566931e+01 4.000000000000000000e+00
1.820058593084464960e+01 3.958333333333333481e+00
1.940984699279691128e+01 3.917525773195876138e+00
2.001030581640117489e+01 3.877551020408163129e+00
2.041255067589679228e+01 3.838383838383838231e+00
1.873461763635667765e+01 3.799999999999999822e+00
2.150737523829012332e+01 3.762376237623762165e+00
2.047748110679341949e+01 3.725490196078431460e+00
1.994433055958501200e+01 3.689320388349514701e+00
2.178876499659386212e+01 3.653846153846153744e+00
2.215781386645136664e+01 3.619047619047619069e+00
2.380794071840300319e+01 3.584905660377358583e+00
2.466223729271062481e+01 3.551401869158878455e+00
2.431532861641725418e+01 3.518518518518518601e+00
2.443920190916225366e+01 3.486238532110091715e+00
2.171675184132899972e+01 3.454545454545454586e+00
1.985505457359686687e+01 3.423423423423423539e+00
1.895879909606854241e+01 3.392857142857142794e+00
1.770051264736842001e+01 3.362831858407079544e+00
1.572841538176661658e+01 3.333333333333333481e+00
1.449997035854042160e+01 3.304347826086956541e+00
1.300774932742799450e+01 3.275862068965517349e+00
1.095658273583107523e+01 3.247863247863247871e+00
1.022327691303294728e+01 3.220338983050847315e+00
1.030161949661256848e+01 3.193277310924369949e+00
9.615808373350944294e+00 3.166666666666666519e+00
1.074756811192821893e+01 3.140495867768595240e+00
1.023613835684614948e+01 3.114754098360655643e+00
1.020059039870819717e+01 3.089430894308943021e+00
9.591548252631621807e+00 3.064516129032258007e+00
9.115312683677592176e+00 3.040000000000000036e+00
9.677512866811031955e+00 3.015873015873015817e+00
1.016201384117911033e+01 2.992125984251968518e+00
9.813942339900215472e+00 2.968750000000000000e+00
