1.018283816236048978e+01 5.000000000000000000e+02
1.280582783845705741e+01 2.500000000000000000e+02
1.912688546221956898e+01 1.666666666666666572e+02
2.469284701848529551e+01 1.250000000000000000e+02
2.723802115469044693e+01 1.000000000000000000e+02
3.058567334945013627e+01 8.333333333333332860e+01
3.036504838109796367e+01 7.142857142857143060e+01
2.707640226505935033e+01 6.250000000000000000e+01
2.459221924714294971e+01 5.555555555555555713e+01
2.501309301148864961e+01 5.000000000000000000e+01
2.580153401973625193e+01 4.545454545454545325e+01
2.215917512604267969e+01 4.166666666666666430e+01
2.365918964094073118e+01 3.846153846153845990e+01
2.439287806554630578e+01 3.571428571428571530e+01
2.350678754879013610e+01 3.333333333333333570e+01
2.282025285174161411e+01 3.125000000000000000e+01
2.322253595337455323e+01 2.941176470588235148e+01
2.120201188131201064e+01 2.777777777777777857e+01
2.059482800627709764e+01 2.631578947368420884e+01
2.269289070218217574e+01 2.500000000000000000e+01
2.768385553043152925e+01 2.380952380952381020e+01
2.679775952900533298e+01 2.272727272727272663e+01
2.296611216306592240e+01 2.173913043478260931e+01
2.616867146221630236e+01 2.083333333333333215e+01
2.995201293463460956e+01 2.000000000000000000e+01
3.048488446834406673e+01 1.923076923076922995e+01
3.377532145534145513e+01 1.851851851851851904e+01
3.491626593632625486e+01 1.785714285714285765e+01
3.850702544965990626e+01 1.724137931034482918e+01
4.839823167094115774e+01 1.666666666666666785e+01
6.010935805710926161e+01 1.612903225806451601e+01
8.302047909276352300e+01 1.562500000000000000e+01
1.043399247070998399e+02 1.515151515151515227e+01
1.085655249332524761e+02 1.470588235294117574e+01
1.267224421026915735e+02 1.428571428571428648e+01
1.320109467368716594e+02 1.388888888888888928e+01
1.155375563485608552e+02 1.351351351351351404e+01
1.186989672353576708e+02 1.315789473684210442e+01
1.073687091983921107e+02 1.282051282051282115e+01
9.421088442524022355e+01 1.250000000000000000e+01
7.739102182965777388e+01 1.219512195121951237e+01
5.411165626838552356e+01 1.190476190476190510e+01
4.838504599343285406e+01 1.162790697674418539e+01
4.693528656713190372e+01 1.136363636363636331e+01
4.480961491129200169e+01 1.111111111111111072e+01
3.557632170316814069e+01 1.086956521739130466e+01
3.450439022646761345e+01 1.063829787234042534e+01
2.767853260505569679e+01 1.041666666666666607e+01
2.347028474769603434e+01 1.020408163265306101e+01
2.203944666271292263e+01 1.000000000000000000e+01
1.865736301894612836e+01 9.803921568627451677e+00
1.683198628266172747e+01 9.615384615384614975e+00
1.332379348162433885e+01 9.433962264150943966e+00
1.362612665758634733e+01 9.259259259259259522e+00
1.341584575456578499e+01 9.090909090909091717e+00
1.544726810842762355e+01 8.928571428571428825e+00
1.320986491921369854e+01 8.771929824561404132e+00
1.330316649018699771e+01 8.620689655172414589e+00
1.697316532955219515e+01 8.474576271186441190e+00
1.572354062180465206e+01 8.333333333333333925e+00
1.421355892508748120e+01 8.196721311475409166e+00
1.493717314829803477e+01 8.064516129032258007e+00
1.462118714894316085e+01 7.936507936507936734e+00
1.519006898702791375e+01 7.812500000000000000e+00
1.499851640302844835e+01 7.692307692307692513e+00
1.731402006874160904e+01 7.575757575757576134e+00
1.745330566874169520e+01 7.462686567164179330e+00
1.871936514890572312e+01 7.352941176470587870e+00
1.739385186820265261e+01 7.246376811594203105e+00
1.420307517119806562e+01 7.142857142857143238e+00
1.174627133802054502e+01 7.042253521126760951e+00
1.290592860145468812e+01 6.944444444444444642e+00
1.069900245747479417e+01 6.849315068493150527e+00
1.191996719320426479e+01 6.756756756756757021e+00
1.192811543703968802e+01 6.666666666666666963e+00
1.092815362279301361e+01 6.578947368421052211e+00
1.209163141536873276e+01 6.493506493506493449e+00
1.467348043642394018e+01 6.410256410256410575e+00
1.473965777473496885e+01 6.329113924050632889e+00
1.495164897080397459e+01 6.250000000000000000e+00
1.568832451843930720e+01 6.172839506172839386e+00
1.568466055280666005e+01 6.097560975609756184e+00
1.365853707145639717e+01 6.024096385542168974e+00
1.416070181220052682e+01 5.952380952380952550e+00
1.468705425163155986e+01 5.882352941176471006e+00
1.385798994453961441e+01 5.813953488372092693e+00
1.434029804893717497e+01 5.747126436781608838e+00
1.389576632776461906e+01 5.681818181818181657e+00
1.420317240725036356e+01 5.617977528089888040e+00
1.330538363924107337e+01 5.555555555555555358e+00
1.169737772628815620e+01 5.494505494505494525e+00
1.117460717218620303e+01 5.434782608695652328e+00
1.073572778007590145e+01 5.376344086021505042e+00
1.024545193548783217e+01 5.319148936170212671e+00
9.959773710330672714e+00 5.263157894736842479e+00
1.001614657827855126e+01 5.208333333333333037e+00
8.381853289071596436e+00 5.154639175257732298e+00
8.093592507890734922e+00 5.102040816326530503e+00
8.391454210795016522e+00 5.050505050505050164e+00
8.782330638294759240e+00 5.000000000000000000e+00
8.425861522338387033e+00 4.950495049504950451e+00
8.646353424094531448e+00 4.901960784313725839e+00
8.914229813010377867e+00 4.854368932038834572e+00
7.909973768592198695e+00 4.807692307692307487e+00
7.726892402774497626e+00 4.761904761904761862e+00
8.450823296433288334e+00 4.716981132075471983e+00
8.837583980276626505e+00 4.672897196261682318e+00
9.029164279949949190e+00 4.629629629629629761e+00
9.846626061956088805e+00 4.587155963302752326e+00
1.051676004999926128e+01 4.545454545454545858e+00
1.122346707187632120e+01 4.504504504504504681e+00
1.085787510210580997e+01 4.464285714285714413e+00
1.093603480056499500e+01 4.424778761061946675e+00
1.146071618040145879e+01 4.385964912280702066e+00
1.086452129624334972e+01 4.347826086956521507e+00
1.078942616882682337e+01 4.310344827586207295e+00
1.027214638052609885e+01 4.273504273504273421e+00
1.082147423885855453e+01 4.237288135593220595e+00
1.057147912282138691e+01 4.201680672268907735e+00
1.026996149138507342e+01 4.166666666666666963e+00
1.038492747932968818e+01 4.132231404958677246e+00
9.688712688676071494e+00 4.098360655737704583e+00
9.952640997919983690e+00 4.065040650406504419e+00
1.040122622187627499e+01 4.032258064516129004e+00
1.012991913739507410e+01 4.000000000000000000e+00
9.168503376684137507e+00 3.968253968253968367e+00
9.850969466949701214e+00 3.937007874015748143e+00
1.067083524415938278e+01 3.906250000000000000e+00
